payee_name,part_postcode,town,county_council,parliamentary_constituency,scheme,scheme_detail,activity_level,financial_year,amount
Dovie Heaney,CH61,"Wirral, unparished area",None,Wirral West,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,2794
Dovie Heaney,CH61,"Wirral, unparished area",None,Wirral West,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,1766
Dovie Heaney,CH61,"Wirral, unparished area",None,Wirral West,Farming Equipment and Technology Fund,General,Medium,21/22,3619
Dovie Heaney,CH61,"Wirral, unparished area",None,Wirral West,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,3126
Maddie Carter,TQ7,South Huish,Devon,Totnes,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,4958
Maddie Carter,TQ7,South Huish,Devon,Totnes,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,2803
Maddie Carter,TQ7,South Huish,Devon,Totnes,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,3539
Bobby Kiehn,LL18,Rhyl,None,Vale of Clwyd,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,2277
Bobby Kiehn,LL18,Rhyl,None,Vale of Clwyd,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,4142
Bobby Kiehn,LL18,Rhyl,None,Vale of Clwyd,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,3892
Bobby Kiehn,LL18,Rhyl,None,Vale of Clwyd,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,3664
Oneida Rogahn,BD13,Denholme,None,Shipley,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,3132
Oneida Rogahn,BD13,Denholme,None,Shipley,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,4864
Oneida Rogahn,BD13,Denholme,None,Shipley,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,4461
Oneida Rogahn,BD13,Denholme,None,Shipley,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,1693
Arlen Willms,NR14,Hellington,Norfolk,South Norfolk,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,1840
Arlen Willms,NR14,Hellington,Norfolk,South Norfolk,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,2641
Arlen Willms,NR14,Hellington,Norfolk,South Norfolk,Farming Equipment and Technology Fund,Forestry,Medium,21/22,3569
Arlen Willms,NR14,Hellington,Norfolk,South Norfolk,Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,1836
Idella Fisher,GL3,Brockworth,Gloucestershire,Tewkesbury,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,2531
Idella Fisher,GL3,Brockworth,Gloucestershire,Tewkesbury,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,3650
Idella Fisher,GL3,Brockworth,Gloucestershire,Tewkesbury,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,2558
Jess Tromp,TR19,St. Just,None,St Ives,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,2510
Maurice Orn,M30,"Salford, unparished area",None,Worsley and Eccles South,Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,2817
Maurice Orn,M30,"Salford, unparished area",None,Worsley and Eccles South,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,4432
Maurice Orn,M30,"Salford, unparished area",None,Worsley and Eccles South,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,3885
Maurice Orn,M30,"Salford, unparished area",None,Worsley and Eccles South,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,1824
Rudolph Feest,LE12,Willoughby on the Wolds,Nottinghamshire,Rushcliffe,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,4907
Rudolph Feest,LE12,Willoughby on the Wolds,Nottinghamshire,Rushcliffe,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,2869
Rudolph Feest,LE12,Willoughby on the Wolds,Nottinghamshire,Rushcliffe,Farming Equipment and Technology Fund,General,Medium,21/22,2528
Willie Daugherty,GU14,"Rushmoor, unparished area",Hampshire,Aldershot,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,2443
Willie Daugherty,GU14,"Rushmoor, unparished area",Hampshire,Aldershot,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,1677
Willie Daugherty,GU14,"Rushmoor, unparished area",Hampshire,Aldershot,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,3872
Frances Bartell,BN14,"Worthing, unparished area",West Sussex,East Worthing and Shoreham,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4659
Frances Bartell,BN14,"Worthing, unparished area",West Sussex,East Worthing and Shoreham,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,1586
Frances Bartell,BN14,"Worthing, unparished area",West Sussex,East Worthing and Shoreham,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,1913
Frances Bartell,BN14,"Worthing, unparished area",West Sussex,East Worthing and Shoreham,Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,3033
Frances Bartell,BN14,"Worthing, unparished area",West Sussex,East Worthing and Shoreham,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,3157
Claude Tromp,W2,"Westminster, unparished area",None,Westminster North,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,4318
Will Hauck,BB8,Colne,Lancashire,Pendle,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,1331
Will Hauck,BB8,Colne,Lancashire,Pendle,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,3412
Jame Macejkovic,B92,"Solihull, unparished area",None,Solihull,Farming Equipment and Technology Fund,Forestry,Medium,21/22,1458
Domitila Konopelski,G1,None,None,Glasgow Central,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,3030
Domitila Konopelski,G1,None,None,Glasgow Central,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,2929
Domitila Konopelski,G1,None,None,Glasgow Central,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,3410
Domitila Konopelski,G1,None,None,Glasgow Central,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,2320
Domitila Konopelski,G1,None,None,Glasgow Central,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,4597
Windy Abshire,YO8,Selby,North Yorkshire,Selby and Ainsty,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,1628
Windy Abshire,YO8,Selby,North Yorkshire,Selby and Ainsty,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,3197
Erich Kovacek,ST10,Leigh,Staffordshire,Burton,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,3554
Erich Kovacek,ST10,Leigh,Staffordshire,Burton,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,4266
Erich Kovacek,ST10,Leigh,Staffordshire,Burton,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,4146
Erich Kovacek,ST10,Leigh,Staffordshire,Burton,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,1439
Erich Kovacek,ST10,Leigh,Staffordshire,Burton,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,2802
Erich Kovacek,ST10,Leigh,Staffordshire,Burton,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,1664
Polly Spinka,M17,"Trafford, unparished area",None,Stretford and Urmston,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,4206
Dick Batz,EC1V,"Islington, unparished area",None,Islington South and Finsbury,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,3635
Dick Batz,EC1V,"Islington, unparished area",None,Islington South and Finsbury,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,4834
Dick Batz,EC1V,"Islington, unparished area",None,Islington South and Finsbury,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,2167
Dick Batz,EC1V,"Islington, unparished area",None,Islington South and Finsbury,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,4147
Floyd Senger,BA14,West Ashton,None,South West Wiltshire,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,3669
Floyd Senger,BA14,West Ashton,None,South West Wiltshire,Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,4421
Floyd Senger,BA14,West Ashton,None,South West Wiltshire,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,3014
Floyd Senger,BA14,West Ashton,None,South West Wiltshire,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,1567
Floyd Senger,BA14,West Ashton,None,South West Wiltshire,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,4644
Floyd Senger,BA14,West Ashton,None,South West Wiltshire,Farming Equipment and Technology Fund,General,Medium,21/22,3690
Maurice McCullough,NE27,"North Tyneside, unparished area",None,Tynemouth,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,3531
Maurice McCullough,NE27,"North Tyneside, unparished area",None,Tynemouth,Sustainable Farming Incentive Pilot,Pilot Participation Payment,Medium,21/22,1250
Maurice McCullough,NE27,"North Tyneside, unparished area",None,Tynemouth,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,1253
Maurice McCullough,NE27,"North Tyneside, unparished area",None,Tynemouth,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,4297
Judson Gulgowski,WN2,"Wigan, unparished area",None,Makerfield,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,3442
Judson Gulgowski,WN2,"Wigan, unparished area",None,Makerfield,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,2013
Lonny Hills,YO18,Pickering,North Yorkshire,Thirsk and Malton,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,2213
Lonny Hills,YO18,Pickering,North Yorkshire,Thirsk and Malton,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,4515
Nathaniel Marvin,BL5,Westhoughton,None,Bolton West,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,2012
Nathaniel Marvin,BL5,Westhoughton,None,Bolton West,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,2096
Nathaniel Marvin,BL5,Westhoughton,None,Bolton West,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,1921
Nathaniel Marvin,BL5,Westhoughton,None,Bolton West,Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,3147
Perla Fritsch,CF72,Llantrisant,None,Pontypridd,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,3374
Perla Fritsch,CF72,Llantrisant,None,Pontypridd,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,2331
Perla Fritsch,CF72,Llantrisant,None,Pontypridd,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,4307
Perla Fritsch,CF72,Llantrisant,None,Pontypridd,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,2603
Perla Fritsch,CF72,Llantrisant,None,Pontypridd,Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,2014
Perla Fritsch,CF72,Llantrisant,None,Pontypridd,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,4176
Britany Collier,ST4,"Stoke-on-Trent, unparished area",None,Stoke-on-Trent South,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,2148
Jordon Koepp,CF40,Tonyrefail,None,Pontypridd,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,2497
Benton Goodwin,PL30,St. Kew,None,North Cornwall,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,3950
Benton Goodwin,PL30,St. Kew,None,North Cornwall,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,2387
Orval Roob,B38,"Birmingham, unparished area",None,"Birmingham, Northfield",Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,3747
Kira Paucek,SG12,Great Amwell,Hertfordshire,Hertford and Stortford,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4426
Geraldine Strosin,TF1,Wellington,None,The Wrekin,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,4750
Geraldine Strosin,TF1,Wellington,None,The Wrekin,Sustainable Farming Incentive Pilot,Pilot Participation Payment,Medium,21/22,1250
Geraldine Strosin,TF1,Wellington,None,The Wrekin,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,1884
Geraldine Strosin,TF1,Wellington,None,The Wrekin,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,2624
Geraldine Strosin,TF1,Wellington,None,The Wrekin,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,4618
Geraldine Strosin,TF1,Wellington,None,The Wrekin,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,1533
Tomas Hamill,GU31,Petersfield,Hampshire,East Hampshire,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,3057
Tomas Hamill,GU31,Petersfield,Hampshire,East Hampshire,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,3813
Tomas Hamill,GU31,Petersfield,Hampshire,East Hampshire,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,4909
Nelle Powlowski,NE62,Choppington,None,Wansbeck,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,4592
Nelle Powlowski,NE62,Choppington,None,Wansbeck,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,2362
Nelle Powlowski,NE62,Choppington,None,Wansbeck,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4221
Moon Carter,W1H,"Westminster, unparished area",None,Cities of London and Westminster,Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,4125
Moon Carter,W1H,"Westminster, unparished area",None,Cities of London and Westminster,Sustainable Farming Incentive Pilot,Pilot Participation Payment,Medium,21/22,1250
Kristie Toy,UB4,"Hillingdon, unparished area",None,Hayes and Harlington,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,3065
Kristie Toy,UB4,"Hillingdon, unparished area",None,Hayes and Harlington,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,3668
Kristie Toy,UB4,"Hillingdon, unparished area",None,Hayes and Harlington,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,2650
Antonio Zulauf,L39,"West Lancashire, unparished area",Lancashire,West Lancashire,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,1444
Sharell Lehner,SE15,"Southwark, unparished area",None,Camberwell and Peckham,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,3878
Sharell Lehner,SE15,"Southwark, unparished area",None,Camberwell and Peckham,Farming Equipment and Technology Fund,Forestry,Medium,21/22,3556
Sharell Lehner,SE15,"Southwark, unparished area",None,Camberwell and Peckham,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,4072
Sharell Lehner,SE15,"Southwark, unparished area",None,Camberwell and Peckham,Farming Equipment and Technology Fund,General,Medium,21/22,1714
Minh Spencer,ML6,None,None,Airdrie and Shotts,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4235
Minh Spencer,ML6,None,None,Airdrie and Shotts,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,4297
Minh Spencer,ML6,None,None,Airdrie and Shotts,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,3632
Minh Spencer,ML6,None,None,Airdrie and Shotts,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,2164
Minh Spencer,ML6,None,None,Airdrie and Shotts,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,1334
Minh Spencer,ML6,None,None,Airdrie and Shotts,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,1349
Arthur Medhurst,EX32,Barnstaple,Devon,North Devon,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,1608
Arthur Medhurst,EX32,Barnstaple,Devon,North Devon,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,3607
Arthur Medhurst,EX32,Barnstaple,Devon,North Devon,Farming Equipment and Technology Fund,General,Medium,21/22,2225
Vern Ryan,DE4,Cromford,Derbyshire,Derbyshire Dales,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,2361
Vern Ryan,DE4,Cromford,Derbyshire,Derbyshire Dales,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,4219
Vern Ryan,DE4,Cromford,Derbyshire,Derbyshire Dales,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,4065
Vern Ryan,DE4,Cromford,Derbyshire,Derbyshire Dales,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,3002
Vern Ryan,DE4,Cromford,Derbyshire,Derbyshire Dales,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,2237
Vern Ryan,DE4,Cromford,Derbyshire,Derbyshire Dales,Farming Equipment and Technology Fund,General,Medium,21/22,4591
Robby Kling,SS4,Stambridge,Essex,Rayleigh and Wickford,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,2081
Robby Kling,SS4,Stambridge,Essex,Rayleigh and Wickford,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,4464
Robby Kling,SS4,Stambridge,Essex,Rayleigh and Wickford,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,4593
Robby Kling,SS4,Stambridge,Essex,Rayleigh and Wickford,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,3769
Robby Kling,SS4,Stambridge,Essex,Rayleigh and Wickford,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,4872
Margaret Rodriguez,SK8,"Stockport, unparished area",None,Cheadle,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,1395
Margaret Rodriguez,SK8,"Stockport, unparished area",None,Cheadle,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,1644
Margaret Rodriguez,SK8,"Stockport, unparished area",None,Cheadle,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,4599
Margaret Rodriguez,SK8,"Stockport, unparished area",None,Cheadle,Farming Equipment and Technology Fund,Forestry,Medium,21/22,2579
Margaret Rodriguez,SK8,"Stockport, unparished area",None,Cheadle,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,3322
Margaret Rodriguez,SK8,"Stockport, unparished area",None,Cheadle,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,2402
Nelia Schaden,E1,"Tower Hamlets, unparished area",None,Bethnal Green and Bow,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,4946
Nelia Schaden,E1,"Tower Hamlets, unparished area",None,Bethnal Green and Bow,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,4516
Joe Batz,EX20,Buckland Filleigh,Devon,Torridge and West Devon,Farming Equipment and Technology Fund,Forestry,Medium,21/22,4390
Norman Torp,ME15,East Farleigh,Kent,Maidstone and The Weald,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,2378
Kristofer Flatley,TS12,"Saltburn, Marske and New Marske",None,Middlesbrough South and East Cleveland,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,2783
Kristofer Flatley,TS12,"Saltburn, Marske and New Marske",None,Middlesbrough South and East Cleveland,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,4871
Alyse Dach,PE28,Bythorn and Keyston,Cambridgeshire,North West Cambridgeshire,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,1781
Alyse Dach,PE28,Bythorn and Keyston,Cambridgeshire,North West Cambridgeshire,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,3751
Kayce Bins,BB10,Briercliffe,Lancashire,Burnley,Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,2452
Kayce Bins,BB10,Briercliffe,Lancashire,Burnley,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,1488
Kayce Bins,BB10,Briercliffe,Lancashire,Burnley,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,2566
Kayce Bins,BB10,Briercliffe,Lancashire,Burnley,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,4809
Kayce Bins,BB10,Briercliffe,Lancashire,Burnley,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,1986
Kayce Bins,BB10,Briercliffe,Lancashire,Burnley,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,3263
Alexander Dickinson,LS12,"Leeds, unparished area",None,Leeds West,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,2552
Alexander Dickinson,LS12,"Leeds, unparished area",None,Leeds West,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,3116
Alexander Dickinson,LS12,"Leeds, unparished area",None,Leeds West,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,4187
Alexander Dickinson,LS12,"Leeds, unparished area",None,Leeds West,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,4239
Alexander Dickinson,LS12,"Leeds, unparished area",None,Leeds West,Farming Equipment and Technology Fund,General,Medium,21/22,3363
Alexander Dickinson,LS12,"Leeds, unparished area",None,Leeds West,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,3831
Tatyana Veum,SK12,Poynton-with-Worth,None,Macclesfield,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,3032
Tatyana Veum,SK12,Poynton-with-Worth,None,Macclesfield,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,1850
Tatyana Veum,SK12,Poynton-with-Worth,None,Macclesfield,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,2957
Christoper Yundt,CA14,Workington,Cumbria,Workington,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,2288
Christoper Yundt,CA14,Workington,Cumbria,Workington,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,3558
Christoper Yundt,CA14,Workington,Cumbria,Workington,Sustainable Farming Incentive Pilot,Pilot Participation Payment,Medium,21/22,1250
Christoper Yundt,CA14,Workington,Cumbria,Workington,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,2210
Christoper Yundt,CA14,Workington,Cumbria,Workington,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,3618
Christoper Yundt,CA14,Workington,Cumbria,Workington,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,3652
Carlene Gottlieb,NG5,"Nottingham, unparished area",None,Nottingham North,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,3442
Carlene Gottlieb,NG5,"Nottingham, unparished area",None,Nottingham North,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,3187
Carlene Gottlieb,NG5,"Nottingham, unparished area",None,Nottingham North,Farming Equipment and Technology Fund,Forestry,Medium,21/22,3183
Dominique Gottlieb,PO39,Totland,None,Isle of Wight,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,4297
Dominique Gottlieb,PO39,Totland,None,Isle of Wight,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,1743
Dominique Gottlieb,PO39,Totland,None,Isle of Wight,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,4982
Dominique Gottlieb,PO39,Totland,None,Isle of Wight,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,3880
Dominique Gottlieb,PO39,Totland,None,Isle of Wight,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,1757
Renato Hackett,CO4,Myland,Essex,Colchester,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,3276
Renato Hackett,CO4,Myland,Essex,Colchester,Farming Equipment and Technology Fund,Forestry,Medium,21/22,4879
Renato Hackett,CO4,Myland,Essex,Colchester,Sustainable Farming Incentive Pilot,Pilot Participation Payment,Medium,21/22,1250
Renato Hackett,CO4,Myland,Essex,Colchester,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,1533
Fritz Luettgen,GL11,Stinchcombe,Gloucestershire,Stroud,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,2052
Fritz Luettgen,GL11,Stinchcombe,Gloucestershire,Stroud,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,1763
Fritz Luettgen,GL11,Stinchcombe,Gloucestershire,Stroud,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,2453
Fritz Luettgen,GL11,Stinchcombe,Gloucestershire,Stroud,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,4675
Fritz Luettgen,GL11,Stinchcombe,Gloucestershire,Stroud,Farming Equipment and Technology Fund,General,Medium,21/22,2442
Fritz Luettgen,GL11,Stinchcombe,Gloucestershire,Stroud,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,2317
Myra Dare,OL15,"Rochdale, unparished area",None,Rochdale,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,2521
Myra Dare,OL15,"Rochdale, unparished area",None,Rochdale,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,2019
Myra Dare,OL15,"Rochdale, unparished area",None,Rochdale,Farming Equipment and Technology Fund,Forestry,Medium,21/22,3369
Myra Dare,OL15,"Rochdale, unparished area",None,Rochdale,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,4405
Myra Dare,OL15,"Rochdale, unparished area",None,Rochdale,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,3048
Karrie Johns,CT11,Ramsgate,Kent,South Thanet,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,3725
Karrie Johns,CT11,Ramsgate,Kent,South Thanet,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,3440
Karrie Johns,CT11,Ramsgate,Kent,South Thanet,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,4960
Karrie Johns,CT11,Ramsgate,Kent,South Thanet,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,2221
Concepcion DuBuque,PH12,None,None,Perth and North Perthshire,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,2646
Concepcion DuBuque,PH12,None,None,Perth and North Perthshire,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,2195
Arnette Swift,DY8,"Dudley, unparished area",None,Stourbridge,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,4694
Arnette Swift,DY8,"Dudley, unparished area",None,Stourbridge,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,4990
Arnette Swift,DY8,"Dudley, unparished area",None,Stourbridge,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,2318
Arnette Swift,DY8,"Dudley, unparished area",None,Stourbridge,Farming Equipment and Technology Fund,Forestry,Medium,21/22,2833
Arnette Swift,DY8,"Dudley, unparished area",None,Stourbridge,Farming Equipment and Technology Fund,Forestry,Medium,21/22,2896
Lashaun Morar,AB54,None,None,Moray,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,2421
Lashaun Morar,AB54,None,None,Moray,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,2158
Lashaun Morar,AB54,None,None,Moray,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,2155
Lashaun Morar,AB54,None,None,Moray,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,1952
